Record Length,2.500000e+03,,  -0.001250000000,  28.00000,
Sample Interval,1.000000e-06,,  -0.001249000000,  28.00000,
Trigger Point,1.250000000000e+03,,  -0.001248000000,  28.00000,
,,,  -0.001247000000,  27.60000,
,,,  -0.001246000000,  27.20000,
,,,  -0.001245000000,  27.20000,
Source,CH1,,  -0.001244000000,  27.20000,
Vertical Units,V,,  -0.001243000000,  26.80000,
Vertical Scale,1.000000e+01,,  -0.001242000000,  26.80000,
Vertical Offset,0.000000e+00,,  -0.001241000000,  26.80000,
Horizontal Units,s,,  -0.001240000000,  26.40000,
Horizontal Scale,2.500000e-04,,  -0.001239000000,  26.80000,
Pt Fmt,Y,,  -0.001238000000,  26.40000,
Yzero,0.000000e+00,,  -0.001237000000,  26.80000,
Probe Atten,1.000000e+01,,  -0.001236000000,  26.80000,
Model Number,TDS1001B,,  -0.001235000000,  26.80000,
Serial Number,C051193,,  -0.001234000000,  26.40000,
Firmware Version,FV:v22.01,,  -0.001233000000,  26.40000,
,,,-00.001232000000,  26.40000,
,,,-00.001231000000,  26.40000,
,,,-00.001230000000,  26.40000,
,,,-00.001229000000,  26.40000,
,,,-00.001228000000,  26.00000,
,,,-00.001227000000,  26.00000,
,,,-00.001226000000,  26.00000,
,,,-00.001225000000,  26.00000,
,,,-00.001224000000,  25.60000,
,,,-00.001223000000,  25.60000,
,,,-00.001222000000,  25.60000,
,,,-00.001221000000,  25.60000,
,,,-00.001220000000,  25.20000,
,,,-00.001219000000,  25.20000,
,,,-00.001218000000,  24.80000,
,,,-00.001217000000,  24.80000,
,,,-00.001216000000,  24.80000,
,,,-00.001215000000,  24.40000,
,,,-00.001214000000,  24.40000,
,,,-00.001213000000,  24.00000,
,,,-00.001212000000,  24.00000,
,,,-00.001211000000,  24.40000,
,,,-00.001210000000,  24.40000,
,,,-00.001209000000,  24.40000,
,,,-00.001208000000,  24.40000,
,,,-00.001207000000,  24.40000,
,,,-00.001206000000,  24.00000,
,,,-00.001205000000,  24.00000,
,,,-00.001204000000,  23.60000,
,,,-00.001203000000,  23.60000,
,,,-00.001202000000,  23.20000,
,,,-00.001201000000,  23.20000,
,,,-00.001200000000,  22.80000,
,,,-00.001199000000,  22.80000,
,,,-00.001198000000,  22.40000,
,,,-00.001197000000,  22.80000,
,,,-00.001196000000,  22.80000,
,,,-00.001195000000,  22.40000,
,,,-00.001194000000,  22.00000,
,,,-00.001193000000,  22.00000,
,,,-00.001192000000,  22.00000,
,,,-00.001191000000,  22.00000,
,,,-00.001190000000,  22.00000,
,,,-00.001189000000,  21.60000,
,,,-00.001188000000,  21.60000,
,,,-00.001187000000,  21.60000,
,,,-00.001186000000,  21.60000,
,,,-00.001185000000,  21.60000,
,,,-00.001184000000,  21.20000,
,,,-00.001183000000,  21.20000,
,,,-00.001182000000,  21.20000,
,,,-00.001181000000,  21.20000,
,,,-00.001180000000,  21.20000,
,,,-00.001179000000,  20.80000,
,,,-00.001178000000,  20.40000,
,,,-00.001177000000,  20.40000,
,,,-00.001176000000,  20.40000,
,,,-00.001175000000,  20.40000,
,,,-00.001174000000,  20.40000,
,,,-00.001173000000,  20.40000,
,,,-00.001172000000,  20.40000,
,,,-00.001171000000,  20.40000,
,,,-00.001170000000,  20.00000,
,,,-00.001169000000,  20.00000,
,,,-00.001168000000,  20.00000,
,,,-00.001167000000,  20.00000,
,,,-00.001166000000,  20.00000,
,,,-00.001165000000,  20.00000,
,,,-00.001164000000,  20.00000,
,,,-00.001163000000,  19.60000,
,,,-00.001162000000,  19.60000,
,,,-00.001161000000,  19.20000,
,,,-00.001160000000,  19.20000,
,,,-00.001159000000,  19.60000,
,,,-00.001158000000,  19.60000,
,,,-00.001157000000,  19.60000,
,,,-00.001156000000,  19.60000,
,,,-00.001155000000,  19.20000,
,,,-00.001154000000,  19.20000,
,,,-00.001153000000,  18.80000,
,,,-00.001152000000,  18.80000,
,,,-00.001151000000,  18.40000,
,,,-00.001150000000,  18.00000,
,,,-00.001149000000,  18.00000,
,,,-00.001148000000,  18.40000,
,,,-00.001147000000,  18.40000,
,,,-00.001146000000,  18.80000,
,,,-00.001145000000,  18.80000,
,,,-00.001144000000,  18.40000,
,,,-00.001143000000,  18.40000,
,,,-00.001142000000,  18.00000,
,,,-00.001141000000,  18.00000,
,,,-00.001140000000,  17.60000,
,,,-00.001139000000,  17.20000,
,,,-00.001138000000,  16.80000,
,,,-00.001137000000,  16.80000,
,,,-00.001136000000,  16.40000,
,,,-00.001135000000,  16.80000,
,,,-00.001134000000,  16.40000,
,,,-00.001133000000,  16.00000,
,,,-00.001132000000,  16.00000,
,,,-00.001131000000,  15.60000,
,,,-00.001130000000,  15.60000,
,,,-00.001129000000,  15.60000,
,,,-00.001128000000,  15.60000,
,,,-00.001127000000,  15.20000,
,,,-00.001126000000,  15.20000,
,,,-00.001125000000,  14.80000,
,,,-00.001124000000,  14.40000,
,,,-00.001123000000,  14.40000,
,,,-00.001122000000,  14.00000,
,,,-00.001121000000,  13.60000,
,,,-00.001120000000,  13.60000,
,,,-00.001119000000,  13.20000,
,,,-00.001118000000,  13.20000,
,,,-00.001117000000,  13.20000,
,,,-00.001116000000,  13.20000,
,,,-00.001115000000,  12.80000,
,,,-00.001114000000,  12.80000,
,,,-00.001113000000,  12.80000,
,,,-00.001112000000,  12.80000,
,,,-00.001111000000,  12.80000,
,,,-00.001110000000,  13.20000,
,,,-00.001109000000,  12.80000,
,,,-00.001108000000,  12.80000,
,,,-00.001107000000,  12.40000,
,,,-00.001106000000,  12.40000,
,,,-00.001105000000,  12.00000,
,,,-00.001104000000,  11.60000,
,,,-00.001103000000,  11.60000,
,,,-00.001102000000,  11.60000,
,,,-00.001101000000,  11.60000,
,,,-00.001100000000,  11.60000,
,,,-00.001099000000,  10.80000,
,,,-00.001098000000,  10.80000,
,,,-00.001097000000,  10.40000,
,,,-00.001096000000,  10.40000,
,,,-00.001095000000,  10.00000,
,,,-00.001094000000,   9.60000,
,,,-00.001093000000,   9.20000,
,,,-00.001092000000,   9.20000,
,,,-00.001091000000,   8.80000,
,,,-00.001090000000,   8.80000,
,,,-00.001089000000,   8.40000,
,,,-00.001088000000,   8.40000,
,,,-00.001087000000,   8.00000,
,,,-00.001086000000,   8.00000,
,,,-00.001085000000,   7.60000,
,,,-00.001084000000,   7.20000,
,,,-00.001083000000,   6.80000,
,,,-00.001082000000,   6.80000,
,,,-00.001081000000,   6.00000,
,,,-00.001080000000,   5.60000,
,,,-00.001079000000,   5.60000,
,,,-00.001078000000,   6.00000,
,,,-00.001077000000,   5.60000,
,,,-00.001076000000,   5.20000,
,,,-00.001075000000,   4.80000,
,,,-00.001074000000,   4.80000,
,,,-00.001073000000,   4.80000,
,,,-00.001072000000,   4.40000,
,,,-00.001071000000,   4.00000,
,,,-00.001070000000,   3.60000,
,,,-00.001069000000,   3.60000,
,,,-00.001068000000,   4.00000,
,,,-00.001067000000,   4.40000,
,,,-00.001066000000,   4.40000,
,,,-00.001065000000,   4.00000,
,,,-00.001064000000,   3.60000,
,,,-00.001063000000,   3.60000,
,,,-00.001062000000,   3.60000,
,,,-00.001061000000,   3.20000,
,,,-00.001060000000,   3.60000,
,,,-00.001059000000,   3.20000,
,,,-00.001058000000,   3.60000,
,,,-00.001057000000,   2.80000,
,,,-00.001056000000,   2.40000,
,,,-00.001055000000,   2.40000,
,,,-00.001054000000,   2.00000,
,,,-00.001053000000,   2.00000,
,,,-00.001052000000,   1.20000,
,,,-00.001051000000,   0.80000,
,,,-00.001050000000,   0.40000,
,,,-00.001049000000,   0.40000,
,,,-00.001048000000,   0.00000,
,,,-00.001047000000,   0.00000,
,,,-00.001046000000,  -0.80000,
,,,-00.001045000000,  -0.80000,
,,,-00.001044000000,  -1.20000,
,,,-00.001043000000,  -1.60000,
,,,-00.001042000000,  -2.00000,
,,,-00.001041000000,  -2.00000,
,,,-00.001040000000,  -2.40000,
,,,-00.001039000000,  -2.80000,
,,,-00.001038000000,  -2.80000,
,,,-00.001037000000,  -3.20000,
,,,-00.001036000000,  -3.60000,
,,,-00.001035000000,  -3.60000,
,,,-00.001034000000,  -4.00000,
,,,-00.001033000000,  -0.40000,
,,,-00.001032000000,   5.20000,
,,,-00.001031000000,   5.20000,
,,,-00.001030000000,   5.20000,
,,,-00.001029000000,   5.20000,
,,,-00.001028000000,   5.20000,
,,,-00.001027000000,   5.60000,
,,,-00.001026000000,   5.60000,
,,,-00.001025000000,   5.60000,
,,,-00.001024000000,   6.00000,
,,,-00.001023000000,   6.40000,
,,,-00.001022000000,   6.40000,
,,,-00.001021000000,   6.80000,
,,,-00.001020000000,   6.80000,
,,,-00.001019000000,   7.20000,
,,,-00.001018000000,   7.60000,
,,,-00.001017000000,   8.00000,
,,,-00.001016000000,   8.00000,
,,,-00.001015000000,   8.40000,
,,,-00.001014000000,   8.80000,
,,,-00.001013000000,   8.80000,
,,,-00.001012000000,   9.20000,
,,,-00.001011000000,   9.60000,
,,,-00.001010000000,  10.00000,
,,,-00.001009000000,  10.00000,
,,,-00.001008000000,  10.40000,
,,,-00.001007000000,  10.40000,
,,,-00.001006000000,  10.80000,
,,,-00.001005000000,  10.40000,
,,,-00.001004000000,  10.40000,
,,,-00.001003000000,  10.40000,
,,,-00.001002000000,  10.40000,
,,,-00.001001000000,  10.40000,
,,,-00.001000000000,  10.40000,
,,,-00.000999000000,  10.80000,
,,,-00.000998000000,  11.20000,
,,,-00.000997000000,  11.20000,
,,,-00.000996000000,  11.60000,
,,,-00.000995000000,  11.60000,
,,,-00.000994000000,  11.20000,
,,,-00.000993000000,  11.60000,
,,,-00.000992000000,  12.00000,
,,,-00.000991000000,  12.00000,
,,,-00.000990000000,  12.40000,
,,,-00.000989000000,  12.80000,
,,,-00.000988000000,  12.80000,
,,,-00.000987000000,  13.20000,
,,,-00.000986000000,  13.20000,
,,,-00.000985000000,  13.20000,
,,,-00.000984000000,  12.80000,
,,,-00.000983000000,  12.80000,
,,,-00.000982000000,  12.80000,
,,,-00.000981000000,  13.20000,
,,,-00.000980000000,  13.60000,
,,,-00.000979000000,  13.60000,
,,,-00.000978000000,  14.00000,
,,,-00.000977000000,  14.40000,
,,,-00.000976000000,  14.40000,
,,,-00.000975000000,  14.80000,
,,,-00.000974000000,  14.80000,
,,,-00.000973000000,  15.20000,
,,,-00.000972000000,  15.60000,
,,,-00.000971000000,  15.60000,
,,,-00.000970000000,  16.00000,
,,,-00.000969000000,  16.40000,
,,,-00.000968000000,  16.40000,
,,,-00.000967000000,  16.40000,
,,,-00.000966000000,  16.80000,
,,,-00.000965000000,  16.80000,
,,,-00.000964000000,  16.80000,
,,,-00.000963000000,  17.60000,
,,,-00.000962000000,  17.60000,
,,,-00.000961000000,  18.00000,
,,,-00.000960000000,  18.00000,
,,,-00.000959000000,  18.40000,
,,,-00.000958000000,  18.40000,
,,,-00.000957000000,  18.40000,
,,,-00.000956000000,  19.20000,
,,,-00.000955000000,  19.20000,
,,,-00.000954000000,  19.60000,
,,,-00.000953000000,  20.00000,
,,,-00.000952000000,  20.00000,
,,,-00.000951000000,  20.00000,
,,,-00.000950000000,  20.00000,
,,,-00.000949000000,  20.40000,
